"Resistance.gene","Identity","Alignment.Length.Gene.Length","Coverage","Position.in.reference","Contig","Position.in.contig","Phenotype","Accession.no.","Sample"
"dfrA1",99.79,"474/474",100,"1..474","JBICFS010000162.1 Escherichia coli strain 42721 contig00162, whole genome shotgun sequence","194..667","Trimethoprim","X00926","GCA_045954035.1"
"aph(6)-Id",100,"837/837",100,"1..837","JBICFQ010000060.1 Escherichia coli strain 42723 contig00060, whole genome shotgun sequence","1092..1928","Streptomycin","M28829","GCA_045954045.1"
"aph(3')-Ia",99.88,"816/816",100,"1..816","JBICFQ010000060.1 Escherichia coli strain 42723 contig00060, whole genome shotgun sequence","2264..3079","Unknown Aminoglycoside, Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Kanamycin, Kanamycin, Neomycin","EF015636","GCA_045954045.1"
"aph(3'')-Ib",100,"803/804",99.8756218905473,"2..804","JBICFQ010000060.1 Escherichia coli strain 42723 contig00060, whole genome shotgun sequence","290..1092","Streptomycin","AF024602","GCA_045954045.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICFQ010000060.1 Escherichia coli strain 42723 contig00060, whole genome shotgun sequence","289..1092","Streptomycin","AF321551","GCA_045954045.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICFQ010000060.1 Escherichia coli strain 42723 contig00060, whole genome shotgun sequence","289..1092","Streptomycin","AF313472","GCA_045954045.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICFQ010000060.1 Escherichia coli strain 42723 contig00060, whole genome shotgun sequence","289..1092","Streptomycin","AF321550","GCA_045954045.1"
"mcr-1.1",100,"1626/1626",100,"1..1626","JBICFQ010000062.1 Escherichia coli strain 42723 contig00062, whole genome shotgun sequence","3424..5049","Colistin","KP347127","GCA_045954045.1"
"sul2",100,"816/816",100,"1..816","JBICFQ010000075.1 Escherichia coli strain 42723 contig00075, whole genome shotgun sequence","245..1060","Sulfamethoxazole","AY034138","GCA_045954045.1"
"tet(B)",99.92,"1206/1206",100,"1..1206","JBICFQ010000055.1 Escherichia coli strain 42723 contig00055, whole genome shotgun sequence","4188..5393","Doxycycline, Tetracycline, Minocycline","AP000342","GCA_045954045.1"
"aph(6)-Id",100,"837/837",100,"1..837","JBICFT010000056.1 Escherichia coli strain 42720 contig00056, whole genome shotgun sequence","5480..6316","Streptomycin","M28829","GCA_045954105.1"
"aph(3')-Ia",99.88,"816/816",100,"1..816","JBICFT010000056.1 Escherichia coli strain 42720 contig00056, whole genome shotgun sequence","4329..5144","Kanamycin, Kanamycin, Neomycin, Unknown Aminoglycoside, Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin","EF015636","GCA_045954105.1"
"aph(3'')-Ib",100,"803/804",99.8756218905473,"2..804","JBICFT010000056.1 Escherichia coli strain 42720 contig00056, whole genome shotgun sequence","6316..7118","Streptomycin","AF024602","GCA_045954105.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICFT010000056.1 Escherichia coli strain 42720 contig00056, whole genome shotgun sequence","6316..7119","Streptomycin","AF321551","GCA_045954105.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICFT010000056.1 Escherichia coli strain 42720 contig00056, whole genome shotgun sequence","6316..7119","Streptomycin","AF313472","GCA_045954105.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICFT010000056.1 Escherichia coli strain 42720 contig00056, whole genome shotgun sequence","6316..7119","Streptomycin","AF321550","GCA_045954105.1"
"blaTEM-1B",100,"861/861",100,"1..861","JBICFT010000089.1 Escherichia coli strain 42720 contig00089, whole genome shotgun sequence","184..1044","Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin","AY458016","GCA_045954105.1"
"mcr-1.1",100,"1626/1626",100,"1..1626","JBICFT010000070.1 Escherichia coli strain 42720 contig00070, whole genome shotgun sequence","1024..2649","Colistin","KP347127","GCA_045954105.1"
"sul2",100,"816/816",100,"1..816","JBICFT010000026.1 Escherichia coli strain 42720 contig00026, whole genome shotgun sequence","57995..58810","Sulfamethoxazole","AY034138","GCA_045954105.1"
"tet(B)",99.92,"1206/1206",100,"1..1206","JBICFT010000056.1 Escherichia coli strain 42720 contig00056, whole genome shotgun sequence","12704..13909","Doxycycline, Tetracycline, Minocycline","AP000342","GCA_045954105.1"
"aph(6)-Id",100,"837/837",100,"1..837","JBICFV010000064.1 Escherichia coli strain 42713 contig00064, whole genome shotgun sequence","2569..3405","Streptomycin","M28829","GCA_045954195.1"
"aph(3'')-Ib",100,"803/804",99.8756218905473,"2..804","JBICFV010000064.1 Escherichia coli strain 42713 contig00064, whole genome shotgun sequence","3405..4207","Streptomycin","AF024602","GCA_045954195.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICFV010000064.1 Escherichia coli strain 42713 contig00064, whole genome shotgun sequence","3405..4208","Streptomycin","AF321551","GCA_045954195.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICFV010000064.1 Escherichia coli strain 42713 contig00064, whole genome shotgun sequence","3405..4208","Streptomycin","AF313472","GCA_045954195.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICFV010000064.1 Escherichia coli strain 42713 contig00064, whole genome shotgun sequence","3405..4208","Streptomycin","AF321550","GCA_045954195.1"
"aph(3')-Ia",100,"816/816",100,"1..816","JBICFV010000117.1 Escherichia coli strain 42713 contig00117, whole genome shotgun sequence","176..991","Kanamycin, Neomycin, Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Unknown Aminoglycoside, Kanamycin","X62115","GCA_045954195.1"
"ant(2'')-Ia",100,"534/534",100,"1..534","JBICFV010000136.1 Escherichia coli strain 42713 contig00136, whole genome shotgun sequence","246..779","Gentamicin, Tobramycin","X04555","GCA_045954195.1"
"aadA1",100,"711/792",89.7727272727273,"12..722","JBICFV010000155.1 Escherichia coli strain 42713 contig00155, whole genome shotgun sequence","1..711","Spectinomycin, Streptomycin","JQ414041","GCA_045954195.1"
"ant(3'')-Ia",100,"711/972",73.1481481481482,"192..902","JBICFV010000155.1 Escherichia coli strain 42713 contig00155, whole genome shotgun sequence","1..711","Streptomycin","X02340","GCA_045954195.1"
"blaTEM-190",100,"861/861",100,"1..861","JBICFV010000101.1 Escherichia coli strain 42713 contig00101, whole genome shotgun sequence","1024..1884","Unknown Beta-lactam","JN416112","GCA_045954195.1"
"blaOXA-1",100,"831/831",100,"1..831","JBICFV010000121.1 Escherichia coli strain 42713 contig00121, whole genome shotgun sequence","298..1128","Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Piperacillin, Piperacillin+Tazobactam","HQ170510","GCA_045954195.1"
"mcr-1.1",100,"1626/1626",100,"1..1626","JBICFV010000093.1 Escherichia coli strain 42713 contig00093, whole genome shotgun sequence","295..1920","Colistin","KP347127","GCA_045954195.1"
"mph(B)",100,"909/909",100,"1..909","JBICFV010000066.1 Escherichia coli strain 42713 contig00066, whole genome shotgun sequence","4637..5545","Erythromycin, Spiramycin, Telithromycin","D85892","GCA_045954195.1"
"FloR",99.84,"1215/1215",100,"1..1215","JBICFV010000090.1 Escherichia coli strain 42713 contig00090, whole genome shotgun sequence","1018..2232","Chloramphenicol,Florfenicol","CP136914","GCA_045954195.1"
"catA1",99.85,"660/660",100,"1..660","JBICFV010000111.1 Escherichia coli strain 42713 contig00111, whole genome shotgun sequence","343..1002","Chloramphenicol","V00622","GCA_045954195.1"
"sul2",100,"816/816",100,"1..816","JBICFV010000059.1 Escherichia coli strain 42713 contig00059, whole genome shotgun sequence","6976..7791","Sulfamethoxazole","AY034138","GCA_045954195.1"
"sul1",100,"840/840",100,"1..840","JBICFV010000115.1 Escherichia coli strain 42713 contig00115, whole genome shotgun sequence","356..1195","Sulfamethoxazole","U12338","GCA_045954195.1"
"tet(A)",100,"1200/1200",100,"1..1200","JBICFV010000076.1 Escherichia coli strain 42713 contig00076, whole genome shotgun sequence","2132..3331","Doxycycline, Tetracycline","AJ517790","GCA_045954195.1"
"tet(M)",99.17,"1920/1920",100,"1..1920","JBICFV010000089.1 Escherichia coli strain 42713 contig00089, whole genome shotgun sequence","448..2367","Doxycycline, Tetracycline, Minocycline","U58985","GCA_045954195.1"
"dfrA36",100,"588/588",100,"1..588","JBICFV010000059.1 Escherichia coli strain 42713 contig00059, whole genome shotgun sequence","8168..8755","Trimethoprim","CP038791","GCA_045954195.1"
"dfrA1",99.79,"474/474",100,"1..474","JBICFV010000147.1 Escherichia coli strain 42713 contig00147, whole genome shotgun sequence","128..601","Trimethoprim","AF203818","GCA_045954195.1"
"dfrA1",99.79,"474/474",100,"1..474","JBICFV010000147.1 Escherichia coli strain 42713 contig00147, whole genome shotgun sequence","128..601","Trimethoprim","AJ238350","GCA_045954195.1"
"dfrA1",99.79,"474/474",100,"1..474","JBICFV010000147.1 Escherichia coli strain 42713 contig00147, whole genome shotgun sequence","128..601","Trimethoprim","X00926","GCA_045954195.1"
"aadA1",99.75,"792/792",100,"1..792","JBICFU010000057.1 Escherichia coli strain 42715 contig00057, whole genome shotgun sequence","6409..7200","Spectinomycin, Streptomycin","JX185132","GCA_045954215.1"
"aadA1",99.75,"792/792",100,"1..792","JBICFU010000057.1 Escherichia coli strain 42715 contig00057, whole genome shotgun sequence","6409..7200","Spectinomycin, Streptomycin","JQ414041","GCA_045954215.1"
"blaOXA-1",100,"831/831",100,"1..831","JBICFU010000057.1 Escherichia coli strain 42715 contig00057, whole genome shotgun sequence","5466..6296","Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Piperacillin, Piperacillin+Tazobactam","HQ170510","GCA_045954215.1"
"mcr-1.1",100,"1626/1626",100,"1..1626","JBICFU010000087.1 Escherichia coli strain 42715 contig00087, whole genome shotgun sequence","1025..2650","Colistin","KP347127","GCA_045954215.1"
"FloR",99.75,"1215/1215",100,"1..1215","JBICFU010000081.1 Escherichia coli strain 42715 contig00081, whole genome shotgun sequence","934..2148","Chloramphenicol,Florfenicol","CP136914","GCA_045954215.1"
"catA1",99.85,"660/660",100,"1..660","JBICFU010000098.1 Escherichia coli strain 42715 contig00098, whole genome shotgun sequence","332..991","Chloramphenicol","V00622","GCA_045954215.1"
"sul2",100,"816/816",100,"1..816","JBICFU010000056.1 Escherichia coli strain 42715 contig00056, whole genome shotgun sequence","10567..11382","Sulfamethoxazole","AY034138","GCA_045954215.1"
"sul1",100,"840/840",100,"1..840","JBICFU010000057.1 Escherichia coli strain 42715 contig00057, whole genome shotgun sequence","7705..8544","Sulfamethoxazole","U12338","GCA_045954215.1"
"tet(B)",100,"1206/1206",100,"1..1206","JBICFU010000031.1 Escherichia coli strain 42715 contig00031, whole genome shotgun sequence","30792..31997","Doxycycline, Tetracycline, Minocycline","AF326777","GCA_045954215.1"
"dfrA36",100,"588/588",100,"1..588","JBICFU010000056.1 Escherichia coli strain 42715 contig00056, whole genome shotgun sequence","11759..12346","Trimethoprim","CP038791","GCA_045954215.1"
"aac(3)-IId",99.88,"861/861",100,"1..861","JBICFX010000060.1 Escherichia coli strain 42384 contig00060, whole genome shotgun sequence","5166..6026","Apramycin, Gentamicin, Tobramycin, Dibekacin, Netilmicin, Sisomicin","EU022314","GCA_045954235.1"
"aph(6)-Id",100,"837/837",100,"1..837","JBICFX010000065.1 Escherichia coli strain 42384 contig00065, whole genome shotgun sequence","2560..3396","Streptomycin","M28829","GCA_045954235.1"
"aph(3'')-Ib",100,"803/804",99.8756218905473,"2..804","JBICFX010000065.1 Escherichia coli strain 42384 contig00065, whole genome shotgun sequence","1758..2560","Streptomycin","AF024602","GCA_045954235.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICFX010000065.1 Escherichia coli strain 42384 contig00065, whole genome shotgun sequence","1757..2560","Streptomycin","AF321551","GCA_045954235.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICFX010000065.1 Escherichia coli strain 42384 contig00065, whole genome shotgun sequence","1757..2560","Streptomycin","AF313472","GCA_045954235.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICFX010000065.1 Escherichia coli strain 42384 contig00065, whole genome shotgun sequence","1757..2560","Streptomycin","AF321550","GCA_045954235.1"
"aph(3')-Ia",100,"816/816",100,"1..816","JBICFX010000121.1 Escherichia coli strain 42384 contig00121, whole genome shotgun sequence","237..1052","Kanamycin, Unknown Aminoglycoside, Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Kanamycin, Neomycin","V00359","GCA_045954235.1"
"ant(2'')-Ia",100,"534/534",100,"1..534","JBICFX010000137.1 Escherichia coli strain 42384 contig00137, whole genome shotgun sequence","180..713","Gentamicin, Tobramycin","X04555","GCA_045954235.1"
"aadA1",100,"711/792",89.7727272727273,"12..722","JBICFX010000146.1 Escherichia coli strain 42384 contig00146, whole genome shotgun sequence","1..711","Spectinomycin, Streptomycin","JQ414041","GCA_045954235.1"
"ant(3'')-Ia",100,"711/972",73.1481481481482,"192..902","JBICFX010000146.1 Escherichia coli strain 42384 contig00146, whole genome shotgun sequence","1..711","Streptomycin","X02340","GCA_045954235.1"
"blaTEM-190",100,"861/861",100,"1..861","JBICFX010000096.1 Escherichia coli strain 42384 contig00096, whole genome shotgun sequence","1016..1876","Unknown Beta-lactam","JN416112","GCA_045954235.1"
"blaOXA-1",100,"831/831",100,"1..831","JBICFX010000120.1 Escherichia coli strain 42384 contig00120, whole genome shotgun sequence","235..1065","Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Piperacillin, Piperacillin+Tazobactam","HQ170510","GCA_045954235.1"
"mcr-1.1",100,"1626/1626",100,"1..1626","JBICFX010000035.1 Escherichia coli strain 42384 contig00035, whole genome shotgun sequence","31999..33624","Colistin","KP347127","GCA_045954235.1"
"mph(B)",100,"909/909",100,"1..909","JBICFX010000058.1 Escherichia coli strain 42384 contig00058, whole genome shotgun sequence","4785..5693","Erythromycin, Spiramycin, Telithromycin","D85892","GCA_045954235.1"
"FloR",99.84,"1215/1215",100,"1..1215","JBICFX010000083.1 Escherichia coli strain 42384 contig00083, whole genome shotgun sequence","1019..2233","Chloramphenicol,Florfenicol","CP136914","GCA_045954235.1"
"catA1",99.85,"660/660",100,"1..660","JBICFX010000113.1 Escherichia coli strain 42384 contig00113, whole genome shotgun sequence","744..1403","Chloramphenicol","V00622","GCA_045954235.1"
"sul2",100,"816/816",100,"1..816","JBICFX010000054.1 Escherichia coli strain 42384 contig00054, whole genome shotgun sequence","2121..2936","Sulfamethoxazole","AY034138","GCA_045954235.1"
"sul3",100,"792/792",100,"1..792","JBICFX010000081.1 Escherichia coli strain 42384 contig00081, whole genome shotgun sequence","2132..2923","Sulfamethoxazole","AJ459418","GCA_045954235.1"
"sul1",100,"840/840",100,"1..840","JBICFX010000107.1 Escherichia coli strain 42384 contig00107, whole genome shotgun sequence","356..1195","Sulfamethoxazole","U12338","GCA_045954235.1"
"tet(A)",100,"1200/1200",100,"1..1200","JBICFX010000071.1 Escherichia coli strain 42384 contig00071, whole genome shotgun sequence","1560..2759","Doxycycline, Tetracycline","AJ517790","GCA_045954235.1"
"tet(B)",100,"1206/1206",100,"1..1206","JBICFX010000082.1 Escherichia coli strain 42384 contig00082, whole genome shotgun sequence","1062..2267","Doxycycline, Tetracycline, Minocycline","AF326777","GCA_045954235.1"
"tet(M)",99.17,"1920/1920",100,"1..1920","JBICFX010000084.1 Escherichia coli strain 42384 contig00084, whole genome shotgun sequence","833..2752","Doxycycline, Tetracycline, Minocycline","U58985","GCA_045954235.1"
"dfrA36",100,"588/588",100,"1..588","JBICFX010000054.1 Escherichia coli strain 42384 contig00054, whole genome shotgun sequence","1157..1744","Trimethoprim","CP038791","GCA_045954235.1"
"dfrA1",99.79,"474/474",100,"1..474","JBICFX010000140.1 Escherichia coli strain 42384 contig00140, whole genome shotgun sequence","128..601","Trimethoprim","AF203818","GCA_045954235.1"
"dfrA1",99.79,"474/474",100,"1..474","JBICFX010000140.1 Escherichia coli strain 42384 contig00140, whole genome shotgun sequence","128..601","Trimethoprim","AJ238350","GCA_045954235.1"
"dfrA1",99.79,"474/474",100,"1..474","JBICFX010000140.1 Escherichia coli strain 42384 contig00140, whole genome shotgun sequence","128..601","Trimethoprim","X00926","GCA_045954235.1"
"aph(6)-Id",100,"837/837",100,"1..837","JBICFY010000070.1 Escherichia coli strain 42322 contig00070, whole genome shotgun sequence","217..1053","Streptomycin","M28829","GCA_045954255.1"
"aph(3'')-Ib",100,"803/804",99.8756218905473,"2..804","JBICFY010000070.1 Escherichia coli strain 42322 contig00070, whole genome shotgun sequence","1053..1855","Streptomycin","AF024602","GCA_045954255.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICFY010000070.1 Escherichia coli strain 42322 contig00070, whole genome shotgun sequence","1053..1856","Streptomycin","AF321551","GCA_045954255.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICFY010000070.1 Escherichia coli strain 42322 contig00070, whole genome shotgun sequence","1053..1856","Streptomycin","AF313472","GCA_045954255.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICFY010000070.1 Escherichia coli strain 42322 contig00070, whole genome shotgun sequence","1053..1856","Streptomycin","AF321550","GCA_045954255.1"
"aph(3')-Ia",100,"816/816",100,"1..816","JBICFY010000080.1 Escherichia coli strain 42322 contig00080, whole genome shotgun sequence","249..1064","Kanamycin, Unknown Aminoglycoside, Kanamycin, Neomycin, Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin","V00359","GCA_045954255.1"
"blaTEM-1B",100,"861/861",100,"1..861","JBICFY010000074.1 Escherichia coli strain 42322 contig00074, whole genome shotgun sequence","288..1148","Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin","AY458016","GCA_045954255.1"
